timestamp,league_name,team_1,team_2,odd_1,odd_X,odd_2,game_score
2024-10-20 11:02:17,Kuwait. KCC Elite Cup,Al Hajery Team XI,Ceylon Elite,1.136,25,5.05,"67/1
0/0"
2024-10-20 11:03:00,Kuwait. KCC Elite Cup,Al Hajery Team XI,Ceylon Elite,1.136,25,5.05,"69/1
0/0"
2024-10-20 11:03:39,Kuwait. KCC Elite Cup,Al Hajery Team XI,Ceylon Elite,1.11,25,5.73,"75/1
0/0"
2024-10-20 23:34:22,Kuwait. KCC Elite Cup,Al Hajery Team XI,Ceylon Elite,1.11,25,5.73,"75/1
0/0"
2024-10-20 23:34:59,Kuwait. KCC Elite Cup,Al Hajery Team XI,Ceylon Elite,1.11,25,5.73,"76/1
0/0"
2024-10-14 01:47:16,League of Legends. World Championship,FlyQuest,Team Liquid,Unknown,-,14.5,"1
1"
2024-10-14 01:47:58,League of Legends. World Championship,FlyQuest,Team Liquid,Unknown,-,15.7,"1
1"
2024-10-14 01:48:42,League of Legends. World Championship,FlyQuest,Team Liquid,1.01,-,15.7,"1
1"
2024-10-14 01:47:16,NBA. Preseason Matches,Miami Heat,New Orleans Pelicans,-,-,-,"31
30"
2024-10-14 01:47:58,NBA. Preseason Matches,Miami Heat,New Orleans Pelicans,-,-,-,"31
30"
2024-10-14 01:48:42,NBA. Preseason Matches,Miami Heat,New Orleans Pelicans,-,-,-,"31
30"
2024-10-14 01:47:16,Poland. PlusLiga,AZS Stal Nysa,Cuprum Gorzow,1.175,-,4.94,"2
1"
2024-10-14 01:47:58,Poland. PlusLiga,AZS Stal Nysa,Cuprum Gorzow,1.13,-,5.91,"2
1"
2024-10-14 01:48:42,Poland. PlusLiga,AZS Stal Nysa,Cuprum Gorzow,1.13,-,5.95,"2
1"
2024-10-20 10:31:42,Russia. Premier League,Rubin Kazan,Dynamo Moscow,-,-,-,"0
3"
2024-10-20 10:39:21,Russia. Premier League,Rubin Kazan,Dynamo Moscow,-,-,-,"0
3"
2024-10-20 10:40:12,Russia. Premier League,Rubin Kazan,Dynamo Moscow,-,-,-,"0
3"
2024-10-20 10:40:46,Russia. Premier League,Rubin Kazan,Dynamo Moscow,-,-,-,"0
3"
2024-10-20 10:41:28,Russia. Premier League,Rubin Kazan,Dynamo Moscow,-,-,-,"0
3"
2024-10-20 10:42:06,Russia. Premier League,Rubin Kazan,Dynamo Moscow,-,-,-,"0
3"
2024-10-20 11:01:40,Saudi Arabia. Saudi Professional League,Ettifaq Dammam,Al Orobah Al Jawf,1.7,3.99,5.23,"0
0"
2024-10-20 11:02:17,Saudi Arabia. Saudi Professional League,Ettifaq Dammam,Al Orobah Al Jawf,1.7,3.99,5.23,"0
0"
2024-10-20 11:03:00,Saudi Arabia. Saudi Professional League,Ettifaq Dammam,Al Orobah Al Jawf,1.704,3.88,5.36,"0
0"
2024-10-20 11:03:39,Saudi Arabia. Saudi Professional League,Ettifaq Dammam,Al Orobah Al Jawf,1.72,3.92,5.14,"0
0"
2024-10-20 23:34:22,Saudi Arabia. Saudi Professional League,Ettifaq Dammam,Al Orobah Al Jawf,1.72,3.92,5.14,"0
0"
2024-10-20 23:34:59,Saudi Arabia. Saudi Professional League,Ettifaq Dammam,Al Orobah Al Jawf,1.72,3.92,5.14,"0
0"
2024-10-20 10:28:54,Spain. La Liga,Villarreal,Getafe,1.31,4.87,16.4,"1
0"
2024-10-20 10:30:15,Spain. La Liga,Villarreal,Getafe,1.31,4.87,16.4,"1
0"
2024-10-20 10:30:52,Spain. La Liga,Villarreal,Getafe,1.31,4.87,16.4,"1
0"
2024-10-20 10:31:42,Spain. La Liga,Villarreal,Getafe,1.31,4.87,16.4,"1
0"
2024-10-20 10:39:21,Spain. La Liga,Villarreal,Getafe,1.31,4.81,17.1,"1
0"
2024-10-20 10:40:12,Spain. La Liga,Villarreal,Getafe,1.31,4.81,17.1,"1
0"
2024-10-20 10:40:46,Spain. La Liga,Villarreal,Getafe,1.31,4.81,17.1,"1
0"
2024-10-20 10:41:28,Spain. La Liga,Villarreal,Getafe,1.31,4.81,17.1,"1
0"
2024-10-20 10:42:06,Spain. La Liga,Villarreal,Getafe,1.31,4.68,18.8,"1
0"
2024-10-20 11:01:40,Spain. La Liga,Villarreal,Getafe,1.144,6,41,"1
0"
2024-10-20 11:02:17,Spain. La Liga,Villarreal,Getafe,1.144,5.5,41,"1
0"
2024-10-20 11:03:00,Spain. La Liga,Villarreal,Getafe,1.144,6,41,"1
0"
2024-10-20 11:03:39,Spain. La Liga,Villarreal,Getafe,1.144,6,41,"1
0"
2024-10-20 23:34:22,Spain. La Liga,Villarreal,Getafe,1.125,6,41,"1
0"
2024-10-20 23:34:59,Spain. La Liga,Villarreal,Getafe,1.125,6.5,51,"1
0"
2024-10-20 10:39:21,UCA T20,Vincent Hawks,Beehive State Royals,1.744,25,1.97,"38/1 (5.0)
0"
2024-10-20 10:40:46,UCA T20,Vincent Hawks,Beehive State Royals,1.68,25,2.056,"38/1 (5.0)
0"
2024-10-20 10:41:28,UCA T20,Vincent Hawks,Beehive State Royals,1.68,25,2.056,"38/1 (5.0)
0"
2024-10-20 10:42:06,UCA T20,Vincent Hawks,Beehive State Royals,1.68,25,2.056,"38/1 (5.1)
0"
2024-10-20 11:01:40,UCA T20,Vincent Hawks,Beehive State Royals,4.69,25,1.15,"41/5 (7.4)
0"
2024-10-20 11:02:17,UCA T20,Vincent Hawks,Beehive State Royals,4.69,25,1.15,"41/5 (7.4)
0"
2024-10-20 11:03:00,UCA T20,Vincent Hawks,Beehive State Royals,4.69,25,1.15,"41/5 (7.4)
0"
2024-10-20 11:03:39,UCA T20,Vincent Hawks,Beehive State Royals,4.69,25,1.15,"41/5 (7.4)
0"
2024-10-20 23:34:22,UCA T20,Vincent Hawks,Beehive State Royals,4.69,25,1.15,"41/5 (7.5)
0"
2024-10-20 23:34:59,UCA T20,Vincent Hawks,Beehive State Royals,4.69,25,1.15,"41/5 (8.0)
0"
2024-10-14 01:47:16,UEFA Nations League,Austria,Norway,-,-,-,"5
1"
2024-10-14 01:47:16,UEFA Nations League,Faroe Islands,Latvia,3.96,1.57,6.34,"1
1"
2024-10-14 01:47:16,UEFA Nations League,Greece,Republic of Ireland,1.125,6.5,44,"1
0"
2024-10-14 01:47:58,UEFA Nations League,Austria,Norway,-,-,-,"5
1"
2024-10-14 01:47:58,UEFA Nations League,Faroe Islands,Latvia,4.22,1.536,6.33,"1
1"
2024-10-14 01:47:58,UEFA Nations League,Greece,Republic of Ireland,1.125,6.5,44,"1
0"
2024-10-14 01:48:42,UEFA Nations League,Austria,Norway,-,-,-,"5
1"
2024-10-14 01:48:42,UEFA Nations League,Faroe Islands,Latvia,4.09,1.536,6.64,"1
1"
2024-10-14 01:48:42,UEFA Nations League,Greece,Republic of Ireland,1.125,6.5,44,"1
0"
2024-10-14 01:47:16,VR IPL T10,Royal Challengers Bangalore (VR),Rajasthan Royals (VR),1.744,25,1.97,"76/2 (6.5)
0"
2024-10-14 01:47:58,VR IPL T10,Royal Challengers Bangalore (VR),Rajasthan Royals (VR),1.744,25,1.97,"83/2 (7.2)
0"
2024-10-14 01:48:42,VR IPL T10,Royal Challengers Bangalore (VR),Rajasthan Royals (VR),1.744,25,1.97,"88/2 (7.5)
0"
2024-10-20 10:28:54,VR IPL T10,Delhi Capitals (VR),Kolkata Knight Riders (VR),1.97,25,1.744,"102
0/0 (0.0)"
2024-10-20 10:30:15,VR IPL T10,Delhi Capitals (VR),Kolkata Knight Riders (VR),1.97,25,1.744,"102
0/0 (0.0)"
2024-10-20 10:30:52,VR IPL T10,Delhi Capitals (VR),Kolkata Knight Riders (VR),1.97,25,1.744,"102
0/0 (0.0)"
2024-10-20 10:31:42,VR IPL T10,Delhi Capitals (VR),Kolkata Knight Riders (VR),1.97,25,1.744,"102
0/0 (0.0)"
2024-10-20 10:39:21,VR IPL T10,Delhi Capitals (VR),Kolkata Knight Riders (VR),2.01,25,1.71,"102
26/0 (2.2)"
2024-10-20 10:40:12,VR IPL T10,Delhi Capitals (VR),Kolkata Knight Riders (VR),2.01,25,1.71,"102
28/0 (3.0)"
2024-10-20 10:40:46,VR IPL T10,Delhi Capitals (VR),Kolkata Knight Riders (VR),2.01,25,1.71,"102
33/0 (3.2)"
2024-10-20 10:41:28,VR IPL T10,Delhi Capitals (VR),Kolkata Knight Riders (VR),2.01,25,1.71,"102
34/0 (3.4)"
2024-10-20 10:42:06,VR IPL T10,Delhi Capitals (VR),Kolkata Knight Riders (VR),2.01,25,1.71,"102
35/0 (4.0)"
2024-10-20 11:01:40,VR IPL T10,Rajasthan Royals (VR),Chennai Super Kings (VR),1.85,25,1.85,"0/0 (0.0)
0"
2024-10-20 11:02:17,VR IPL T10,Rajasthan Royals (VR),Chennai Super Kings (VR),1.85,25,1.85,"0/0 (0.0)
0"
2024-10-20 11:03:00,VR IPL T10,Rajasthan Royals (VR),Chennai Super Kings (VR),1.85,25,1.85,"0/0 (0.0)
0"
2024-10-20 11:03:39,VR IPL T10,Rajasthan Royals (VR),Chennai Super Kings (VR),1.85,25,1.85,"5/0 (0.3)
0"
2024-10-20 23:34:22,VR IPL T10,Rajasthan Royals (VR),Chennai Super Kings (VR),Unknown,25,1.85,"9/0 (1.0)
0"
2024-10-20 23:34:59,VR IPL T10,Rajasthan Royals (VR),Chennai Super Kings (VR),Unknown,25,1.85,"17/0 (1.3)
0"
2024-10-14 01:47:16,VR World Cup T10,Bangladesh (VR),India (VR),1.85,25,1.85,"26/0 (2.3)
0"
2024-10-14 01:47:58,VR World Cup T10,Bangladesh (VR),India (VR),1.85,25,1.85,"33/0 (2.5)
0"
2024-10-14 01:48:42,VR World Cup T10,Bangladesh (VR),India (VR),1.85,25,1.85,"34/2 (3.2)
0"
2024-10-20 10:28:54,VR World Cup T10,England (VR),South Africa (VR),1.85,25,1.85,"73/2 (8.2)
0"
2024-10-20 10:30:15,VR World Cup T10,England (VR),South Africa (VR),1.85,25,1.85,"89/4 (9.2)
0"
2024-10-20 10:30:52,VR World Cup T10,England (VR),South Africa (VR),1.85,25,1.85,"91/4 (9.5)
0"
2024-10-20 10:31:42,VR World Cup T10,England (VR),South Africa (VR),1.85,25,1.85,"92
0/0 (0.0)"
2024-10-20 10:39:21,VR World Cup T10,England (VR),South Africa (VR),2.104,25,1.65,"92
0/0 (0.0)"
2024-10-20 10:40:12,VR World Cup T10,England (VR),South Africa (VR),2.104,25,1.65,"92
0/0 (0.0)"
2024-10-20 10:40:46,VR World Cup T10,England (VR),South Africa (VR),2.104,25,1.65,"92
0/0 (0.0)"
2024-10-20 10:41:28,VR World Cup T10,England (VR),South Africa (VR),2.104,25,1.65,"92
0/0 (0.0)"
2024-10-20 10:42:06,VR World Cup T10,England (VR),South Africa (VR),2.104,25,1.65,"92
1/0 (0.2)"
2024-10-20 11:03:39,VR World Cup T10,New Zealand (VR),Sri Lanka (VR),1.85,25,1.85,"0/0 (0.0)
0"
2024-10-20 23:34:22,VR World Cup T10,New Zealand (VR),Sri Lanka (VR),Unknown,25,1.744,"0/0 (0.0)
0"
2024-10-20 23:34:59,VR World Cup T10,New Zealand (VR),Sri Lanka (VR),Unknown,25,1.744,"0/0 (0.0)
0"
2024-10-14 01:47:16,WNBA,New York Liberty (Women),Minnesota Lynx (Women),-,-,-,"55
43"
2024-10-14 01:47:58,WNBA,New York Liberty (Women),Minnesota Lynx (Women),-,-,-,"53
43"
2024-10-14 01:48:42,WNBA,New York Liberty (Women),Minnesota Lynx (Women),-,-,-,"53
47"
